Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
YNL227C	YNL227C	YNL227C	JJJ1	Co-chaperone that stimulates the ATPase activity of Ssa1p; required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis [Source:SGD;Acc:S000005171]
YNL228W	YNL228W	YNL228W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1 [Source:SGD;Acc:S000005172]"
YNL229C	YNL229C	YNL229C	URE2	Nitrogen catabolite repression transcriptional regulator; inhibits GLN3 transcription in good nitrogen source; role in sequestering Gln3p and Gat1p to the cytoplasm; has glutathione peroxidase activity and can mutate to acquire GST activity; altered form creates [URE3] prion [Source:SGD;Acc:S000005173]
YNL230C	YNL230C	YNL230C	ELA1	Elongin A; F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degradation of the RNA Polymerase II subunit Rpo21p; subunit of the Elongin-Cullin-Socs (ECS) ligase complex [Source:SGD;Acc:S000005174]
YNL231C	YNL231C	YNL231C	PDR16	"Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids, may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005175]"
YNL232W	YNL232W	YNL232W	CSL4	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; has similarity to human hCsl4p (EXOSC1) [Source:SGD;Acc:S000005176]
YNL233W	YNL233W	YNL233W	BNI4	"Targeting subunit for Glc7p protein phosphatase; localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p [Source:SGD;Acc:S000005177]"
YNL234W	YNL234W	YNL234W		Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1 [Source:SGD;Acc:S000005178]
YNL235C	YNL235C	YNL235C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SIN4/YNL236W, a subunit of the mediator complex [Source:SGD;Acc:S000005179]"
YNL236W	YNL236W	YNL236W	SIN4	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription [Source:SGD;Acc:S000005180]
YNL237W	YNL237W	YNL237W	YTP1	Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins [Source:SGD;Acc:S000005181]
YNL238W	YNL238W	YNL238W	KEX2	"Kexin, a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway [Source:SGD;Acc:S000005182]"
YNL239W	YNL239W	YNL239W	LAP3	Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH [Source:SGD;Acc:S000005183]
YNL240C	YNL240C	YNL240C	NAR1	Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf [Source:SGD;Acc:S000005184]
YNL241C	YNL241C	YNL241C	ZWF1	Glucose-6-phosphate dehydrogenase (G6PD); catalyzes the first step of the pentose phosphate pathway; involved in adapting to oxidative stress; homolog of the human G6PD which is deficient in patients with hemolytic anemia; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005185]
YNL242W	YNL242W	YNL242W	ATG2	Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000005186]
YNL243W	YNL243W	YNL243W	SLA2	Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo [Source:SGD;Acc:S000005187]
YNL244C	YNL244C	YNL244C	SUI1	Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase [Source:SGD;Acc:S000005188]
YNL245C	YNL245C	YNL245C	CWC25	Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p [Source:SGD;Acc:S000005189]
YNL246W	YNL246W	YNL246W	VPS75	"NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000005190]"
YNL247W	YNL247W	YNL247W		"Cysteinyl-tRNA synthetase; may interact with ribosomes, based on co-purification experiments [Source:SGD;Acc:S000005191]"
YNL248C	YNL248C	YNL248C	RPA49	RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p [Source:SGD;Acc:S000005192]
YNL249C	YNL249C	YNL249C	MPA43	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000005193]"
YNL250W	YNL250W	YNL250W	RAD50	"Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining; forms nuclear foci upon DNA replication stress [Source:SGD;Acc:S000005194]"
YNL251C	YNL251C	YNL251C	NRD1	"RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size [Source:SGD;Acc:S000005195]"
YNL252C	YNL252C	YNL252C	MRPL17	Mitochondrial ribosomal protein of the large subunit [Source:SGD;Acc:S000005196]
YNL253W	YNL253W	YNL253W	TEX1	Protein involved in mRNA export; component of the transcription export (TREX) complex [Source:SGD;Acc:S000005197]
YNL254C	YNL254C	YNL254C	RTC4	Protein of unknown function; null mutation suppresses cdc13-1 temperature sensitivity; (GFP)-fusion protein localizes to both the cytoplasm and the nucleus [Source:SGD;Acc:S000005198]
YNL255C	YNL255C	YNL255C	GIS2	"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2 [Source:SGD;Acc:S000005199]"
YNL256W	YNL256W	YNL256W	FOL1	"Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities [Source:SGD;Acc:S000005200]"
YNL257C	YNL257C	YNL257C	SIP3	"Transcription cofactor; acts through interaction with DNA-bound Snf1p; C-terminal region has a putative leucine zipper motif; potential Cdc28p substrate; SIP3 has a paralog, YSP1, that arose from the whole genome duplication [Source:SGD;Acc:S000005201]"
YNL258C	YNL258C	YNL258C	DSL1	Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; forms a complex with Sec39p and Tip20p that interacts with ER SNAREs Sec20p and Use1p; component of the ER target site that interacts with coatomer; interacts with Cin5p; similar to the fly and human ZW10 gene [Source:SGD;Acc:S000005202]
YNL259C	YNL259C	YNL259C	ATX1	"Cytosolic copper metallochaperone; transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake [Source:SGD;Acc:S000005203]"
YNL260C	YNL260C	YNL260C	LTO1	"Essential protein that forms a complex with Rli1p and Yae1p; ortholog of human ORAOV1, which is overexpressed in solid tumors; inviability of null mutant under standard conditions is complemented by overexpression of ORAOV1; essential for growth under standard (aerobic) conditions but not under anaerobic conditions; may have a role in protection of ribosomal assembly and function from damage due to reactive oxygen species [Source:SGD;Acc:S000005204]"
YNL261W	YNL261W	YNL261W	ORC5	Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing [Source:SGD;Acc:S000005205]
YNL262W	YNL262W	YNL262W	POL2	Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p [Source:SGD;Acc:S000005206]
YNL263C	YNL263C	YNL263C	YIF1	"Integral membrane protein; required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3 [Source:SGD;Acc:S000005207]"
YNL264C	YNL264C	YNL264C	PDR17	Phosphatidylinositol transfer protein (PITP); downregulates Plb1p-mediated turnover of phosphatidylcholine; forms a complex with Psd2p which appears essential for maintenance of vacuolar PE levels; found in the cytosol and microsomes; homologous to Pdr16p; deletion affects phospholipid composition [Source:SGD;Acc:S000005208]
YNL265C	YNL265C	YNL265C	IST1	Protein with positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p [Source:SGD;Acc:S000005209]
YNL266W	YNL266W	YNL266W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C [Source:SGD;Acc:S000005210]"
YNL267W	YNL267W	YNL267W	PIK1	"Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; may control nonselective autophagy and mitophagy through trafficking of Atg9p [Source:SGD;Acc:S000005211]"
YNL268W	YNL268W	YNL268W	LYP1	"Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids [Source:SGD;Acc:S000005212]"
YNL269W	YNL269W	YNL269W	BSC4	Protein of unknown function; protein-coding gene that evolved de novo via a series of point mutations in noncoding sequence; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough is increased upon depletion of Sup35p; may be involved in DNA repair pathway during stationary phase and contribute to robustness of cells when shifted to a nutrient-poor environment [Source:SGD;Acc:S000005213]
YNL270C	YNL270C	YNL270C	ALP1	"Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog, CAN1, that arose from the whole genome duplication [Source:SGD;Acc:S000005214]"
YNL271C	YNL271C	YNL271C	BNI1	"Formin; polarisome component; nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNR1 [Source:SGD;Acc:S000005215]"
YNL272C	YNL272C	YNL272C	SEC2	"Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles [Source:SGD;Acc:S000005216]"
