Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
ENSRNOP00000074949	ENSRNOT00000084195	ENSRNOG00000061506	Olr1512	olfactory receptor 1512 [Source:RGD Symbol;Acc:1334237]
ENSRNOP00000074950	ENSRNOT00000080941	ENSRNOG00000060107	Dnajb14	"DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:RGD Symbol;Acc:1591949]"
ENSRNOP00000074951	ENSRNOT00000084172	ENSRNOG00000056001	Sftpd	surfactant associated protein D [Source:MGI Symbol;Acc:MGI:109515]
ENSRNOP00000074952	ENSRNOT00000078889	ENSRNOG00000060529	Vom1r110	vomeronasal 1 receptor 110 [Source:RGD Symbol;Acc:1359530]
ENSRNOP00000074953	ENSRNOT00000089523	ENSRNOG00000054385	Rhebl1	Ras homolog enriched in brain like 1 [Source:RGD Symbol;Acc:727778]
ENSRNOP00000074954	ENSRNOT00000086118	ENSRNOG00000055935	Olr1286	olfactory receptor 1286 [Source:RGD Symbol;Acc:1334391]
ENSRNOP00000074955	ENSRNOT00000087372	ENSRNOG00000058101	AABR07067387.1	
ENSRNOP00000074956	ENSRNOT00000087992	ENSRNOG00000052075	AC241930.1	
ENSRNOP00000074957	ENSRNOT00000082607	ENSRNOG00000020804	Smarcc1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 [Source:RGD Symbol;Acc:1304850]"
ENSRNOP00000074958	ENSRNOT00000086893	ENSRNOG00000019799	Pcdhgc3	"protocadherin gamma subfamily C, 3 [Source:EntrezGene;Acc:116782]"
ENSRNOP00000074959	ENSRNOT00000084283	ENSRNOG00000053247	Snx21	sorting nexin family member 21 [Source:RGD Symbol;Acc:2323753]
ENSRNOP00000074960	ENSRNOT00000079895	ENSRNOG00000059715	Cc2d2a	coiled-coil and C2 domain containing 2A [Source:RGD Symbol;Acc:1561042]
ENSRNOP00000074961	ENSRNOT00000091292	ENSRNOG00000016416	Rnh1	ribonuclease/angiogenin inhibitor 1 [Source:RGD Symbol;Acc:621398]
ENSRNOP00000074962	ENSRNOT00000081081	ENSRNOG00000001727	Lsg1	large 60S subunit nuclear export GTPase 1 [Source:RGD Symbol;Acc:1309089]
ENSRNOP00000074963	ENSRNOT00000082914	ENSRNOG00000012185	Zfyve21	"zinc finger, FYVE domain containing 21 [Source:RGD Symbol;Acc:1311036]"
ENSRNOP00000074964	ENSRNOT00000085164	ENSRNOG00000051606	LOC100360380	zinc finger protein 457-like [Source:RGD Symbol;Acc:2322273]
ENSRNOP00000074965	ENSRNOT00000081127	ENSRNOG00000008598	Btbd7	BTB (POZ) domain containing 7 [Source:RGD Symbol;Acc:1306262]
ENSRNOP00000074966	ENSRNOT00000088165	ENSRNOG00000006096	Slc26a7	"solute carrier family 26 (anion exchanger), member 7 [Source:RGD Symbol;Acc:1310846]"
ENSRNOP00000074967	ENSRNOT00000087488	ENSRNOG00000004760	Lars2	"leucyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1308429]"
ENSRNOP00000074968	ENSRNOT00000090642	ENSRNOG00000058291	AC126581.1	
ENSRNOP00000074969	ENSRNOT00000077837	ENSRNOG00000060915	Olr270	olfactory receptor 270 [Source:RGD Symbol;Acc:1333728]
ENSRNOP00000074970	ENSRNOT00000085727	ENSRNOG00000061928	Myo1e	myosin IE [Source:RGD Symbol;Acc:3144]
ENSRNOP00000074971	ENSRNOT00000079905	ENSRNOG00000023346	Rsg1	REM2 and RAB-like small GTPase 1 [Source:RGD Symbol;Acc:1561421]
ENSRNOP00000074972	ENSRNOT00000082160	ENSRNOG00000022664	Kat7	K (lysine) acetyltransferase 7 [Source:RGD Symbol;Acc:727966]
ENSRNOP00000074973	ENSRNOT00000091725	ENSRNOG00000026807	LOC362863	first gene upstream of Nt5dc3 [Source:RGD Symbol;Acc:1302940]
ENSRNOP00000074974	ENSRNOT00000083872	ENSRNOG00000056128	Nemf	nuclear export mediator factor [Source:MGI Symbol;Acc:MGI:1918305]
ENSRNOP00000074975	ENSRNOT00000083459	ENSRNOG00000061871	Hoxa9	homeobox A9 [Source:RGD Symbol;Acc:1310001]
ENSRNOP00000074976	ENSRNOT00000084634	ENSRNOG00000004572	Zfp472	zinc finger protein 472 [Source:RGD Symbol;Acc:727944]
ENSRNOP00000074977	ENSRNOT00000084718	ENSRNOG00000042201	Efcab2	EF-hand calcium binding domain 2 [Source:RGD Symbol;Acc:1308593]
ENSRNOP00000074978	ENSRNOT00000082953	ENSRNOG00000051615	LOC100360316	hypothetical protein LOC100360316 [Source:RGD Symbol;Acc:2322336]
ENSRNOP00000074979	ENSRNOT00000077861	ENSRNOG00000022631	Fgf5	fibroblast growth factor 5 [Source:RGD Symbol;Acc:620129]
ENSRNOP00000074980	ENSRNOT00000079324	ENSRNOG00000019154	Zmynd8	"zinc finger, MYND-type containing 8 [Source:RGD Symbol;Acc:1309544]"
ENSRNOP00000074981	ENSRNOT00000087253	ENSRNOG00000029022	Zfp112	zinc finger protein 112 [Source:RGD Symbol;Acc:1305757]
ENSRNOP00000074982	ENSRNOT00000086890	ENSRNOG00000053084	Fuz	fuzzy planar cell polarity protein [Source:RGD Symbol;Acc:1310608]
ENSRNOP00000074983	ENSRNOT00000086305	ENSRNOG00000004146	Coro7	coronin 7 [Source:RGD Symbol;Acc:621591]
ENSRNOP00000074984	ENSRNOT00000084270	ENSRNOG00000046439	LOC100910929	vacuolar protein sorting-associated protein 37C-like [Source:RGD Symbol;Acc:6495933]
ENSRNOP00000074985	ENSRNOT00000077542	ENSRNOG00000049282	Oas2	2'-5' oligoadenylate synthetase 2 [Source:RGD Symbol;Acc:1359697]
ENSRNOP00000074986	ENSRNOT00000077630	ENSRNOG00000032844	RT1-Da	"RT1 class II, locus Da [Source:RGD Symbol;Acc:1593283]"
ENSRNOP00000074987	ENSRNOT00000080848	ENSRNOG00000011979	Mrps24	mitochondrial ribosomal protein S24 [Source:RGD Symbol;Acc:1306014]
ENSRNOP00000074988	ENSRNOT00000082241	ENSRNOG00000010005	Adck2	aarF domain containing kinase 2 [Source:RGD Symbol;Acc:1311058]
ENSRNOP00000074989	ENSRNOT00000079430	ENSRNOG00000053357	Olr1323	olfactory receptor 1323 [Source:RGD Symbol;Acc:1332597]
ENSRNOP00000074990	ENSRNOT00000079618	ENSRNOG00000015389	Stag1	stromal antigen 1 [Source:RGD Symbol;Acc:1310744]
ENSRNOP00000074991	ENSRNOT00000041259	ENSRNOG00000032530	AABR07072821.1	
ENSRNOP00000074992	ENSRNOT00000085661	ENSRNOG00000037456	P2rx2	"purinergic receptor P2X, ligand-gated ion channel, 2 [Source:RGD Symbol;Acc:620251]"
ENSRNOP00000074993	ENSRNOT00000088424	ENSRNOG00000013076	Csnk1e	"casein kinase 1, epsilon [Source:RGD Symbol;Acc:62045]"
ENSRNOP00000074994	ENSRNOT00000089043	ENSRNOG00000001138	Taok3	TAO kinase 3 [Source:RGD Symbol;Acc:1562861]
ENSRNOP00000074995	ENSRNOT00000078914	ENSRNOG00000055846	AABR07013065.1	
ENSRNOP00000074996	ENSRNOT00000080524	ENSRNOG00000020107	Stk11ip	serine/threonine kinase 11 interacting protein [Source:RGD Symbol;Acc:1305046]
ENSRNOP00000074997	ENSRNOT00000089441	ENSRNOG00000033593	Osbpl9	oxysterol binding protein-like 9 [Source:RGD Symbol;Acc:1311508]
ENSRNOP00000074998	ENSRNOT00000083164	ENSRNOG00000052916	Malrd1	MAM and LDL receptor class A domain containing 1 [Source:RGD Symbol;Acc:2320868]
ENSRNOP00000074999	ENSRNOT00000088085	ENSRNOG00000010629	Nod1	nucleotide-binding oligomerization domain containing 1 [Source:RGD Symbol;Acc:1562269]
ENSRNOP00000075000	ENSRNOT00000078825	ENSRNOG00000017136	Syt17	synaptotagmin XVII [Source:RGD Symbol;Acc:708576]
ENSRNOP00000075001	ENSRNOT00000086742	ENSRNOG00000057366	AABR07022580.1	
ENSRNOP00000075002	ENSRNOT00000087181	ENSRNOG00000054775	Fkbp11	FK506 binding protein 11 [Source:RGD Symbol;Acc:1306161]
ENSRNOP00000075003	ENSRNOT00000080082	ENSRNOG00000000130	Dnajb5	"DnaJ (Hsp40) homolog, subfamily B, member 5 [Source:RGD Symbol;Acc:1307453]"
ENSRNOP00000075004	ENSRNOT00000090337	ENSRNOG00000055843	Zik1	zinc finger protein interacting with K protein 1 [Source:RGD Symbol;Acc:1590949]
ENSRNOP00000075005	ENSRNOT00000078837	ENSRNOG00000059134	AABR07036513.2	
ENSRNOP00000075006	ENSRNOT00000090477	ENSRNOG00000010780	Dlc1	DLC1 Rho GTPase activating protein [Source:RGD Symbol;Acc:68416]
ENSRNOP00000075007	ENSRNOT00000087753	ENSRNOG00000029910	Golga4	golgin A4 [Source:RGD Symbol;Acc:1591925]
ENSRNOP00000075008	ENSRNOT00000092118	ENSRNOG00000045562	LOC100910255	nestin-like [Source:RGD Symbol;Acc:6499605]
ENSRNOP00000075009	ENSRNOT00000051728	ENSRNOG00000031680	RGD1564548	"similar to H3 histone, family 3B [Source:RGD Symbol;Acc:1564548]"
ENSRNOP00000075010	ENSRNOT00000082627	ENSRNOG00000011913	Cp	ceruloplasmin (ferroxidase) [Source:RGD Symbol;Acc:2387]
ENSRNOP00000075011	ENSRNOT00000088766	ENSRNOG00000061876	Iffo2	intermediate filament family orphan 2 [Source:RGD Symbol;Acc:1624207]
ENSRNOP00000075012	ENSRNOT00000005432	ENSRNOG00000004090	LOC100361025	protein arginine methyltransferase 1-like [Source:RGD Symbol;Acc:2320935]
ENSRNOP00000075013	ENSRNOT00000082933	ENSRNOG00000048917	LOC100911511	homeobox protein Hox-A6-like [Source:RGD Symbol;Acc:6492270]
ENSRNOP00000075014	ENSRNOT00000081937	ENSRNOG00000052840	Tanc2	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:RGD Symbol;Acc:1309285]"
ENSRNOP00000075015	ENSRNOT00000078891	ENSRNOG00000000204	Syncrip	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:RGD Symbol;Acc:1305683]"
ENSRNOP00000075016	ENSRNOT00000085654	ENSRNOG00000030862	Atp6v1h	"ATPase, H+ transporting, lysosomal V1 subunit H [Source:RGD Symbol;Acc:1562450]"
ENSRNOP00000075017	ENSRNOT00000083764	ENSRNOG00000019332	Gtpbp2	GTP binding protein 2 [Source:RGD Symbol;Acc:1306367]
ENSRNOP00000075018	ENSRNOT00000081454	ENSRNOG00000061064	AABR07027128.1	
ENSRNOP00000075019	ENSRNOT00000084586	ENSRNOG00000020882	Shkbp1	Sh3kbp1 binding protein 1 [Source:RGD Symbol;Acc:1309281]
ENSRNOP00000075020	ENSRNOT00000090420	ENSRNOG00000021318	Epas1	endothelial PAS domain protein 1 [Source:RGD Symbol;Acc:68404]
ENSRNOP00000075021	ENSRNOT00000090520	ENSRNOG00000013103	Ldhc	lactate dehydrogenase C [Source:RGD Symbol;Acc:69366]
ENSRNOP00000075022	ENSRNOT00000088525	ENSRNOG00000025418	Armc9	armadillo repeat containing 9 [Source:RGD Symbol;Acc:1305615]
ENSRNOP00000075023	ENSRNOT00000083471	ENSRNOG00000001420	Fis1	"fission, mitochondrial 1 [Source:RGD Symbol;Acc:1306668]"
ENSRNOP00000075024	ENSRNOT00000080271	ENSRNOG00000057713	Cav2	caveolin 2 [Source:RGD Symbol;Acc:620348]
ENSRNOP00000075025	ENSRNOT00000080934	ENSRNOG00000003496	Tbc1d9	"TBC1 domain family, member 9 (with GRAM domain) [Source:RGD Symbol;Acc:1308221]"
ENSRNOP00000075026	ENSRNOT00000084198	ENSRNOG00000032009	LOC499643	similar to hypothetical protein FLJ25371 [Source:RGD Symbol;Acc:1566255]
ENSRNOP00000075027	ENSRNOT00000088462	ENSRNOG00000016423	Tacc1	"transforming, acidic coiled-coil containing protein 1 [Source:RGD Symbol;Acc:1303120]"
ENSRNOP00000075028	ENSRNOT00000078598	ENSRNOG00000021137	Kctd15	potassium channel tetramerization domain containing 15 [Source:RGD Symbol;Acc:1583737]
ENSRNOP00000075029	ENSRNOT00000088152	ENSRNOG00000001633	Tfg	Trk-fused gene [Source:RGD Symbol;Acc:1309751]
ENSRNOP00000075030	ENSRNOT00000086503	ENSRNOG00000000809	Atat1	alpha tubulin acetyltransferase 1 [Source:RGD Symbol;Acc:1303066]
ENSRNOP00000075031	ENSRNOT00000089203	ENSRNOG00000054475	LOC102550841	uncharacterized LOC102550841 [Source:RGD Symbol;Acc:7525299]
ENSRNOP00000075032	ENSRNOT00000083446	ENSRNOG00000057367	Glud1	glutamate dehydrogenase 1 [Source:RGD Symbol;Acc:2708]
ENSRNOP00000075033	ENSRNOT00000079267	ENSRNOG00000052481	AABR07033612.1	
ENSRNOP00000075034	ENSRNOT00000080465	ENSRNOG00000010744	Nrp1	neuropilin 1 [Source:RGD Symbol;Acc:621588]
ENSRNOP00000075035	ENSRNOT00000082036	ENSRNOG00000022162	Pbx3	pre-B-cell leukemia homeobox 3 [Source:RGD Symbol;Acc:1307198]
ENSRNOP00000075036	ENSRNOT00000079836	ENSRNOG00000001050	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1 [Source:RGD Symbol;Acc:70883]
ENSRNOP00000075037	ENSRNOT00000084628	ENSRNOG00000013190	Rnaset2	ribonuclease T2 [Source:RGD Symbol;Acc:1309918]
ENSRNOP00000075038	ENSRNOT00000089023	ENSRNOG00000061407	AABR07040282.1	
ENSRNOP00000075039	ENSRNOT00000083093	ENSRNOG00000003590	Tom1l2	target of myb1 like 2 membrane trafficking protein [Source:RGD Symbol;Acc:1306728]
ENSRNOP00000075040	ENSRNOT00000078718	ENSRNOG00000009196	Rc3h2	ring finger and CCCH-type domains 2 [Source:RGD Symbol;Acc:1304833]
ENSRNOP00000075041	ENSRNOT00000091407	ENSRNOG00000056894	St6galnac3	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:RGD Symbol;Acc:3677]"
ENSRNOP00000075042	ENSRNOT00000083613	ENSRNOG00000060846	Morc4	MORC family CW-type zinc finger 4 [Source:RGD Symbol;Acc:1559905]
ENSRNOP00000075043	ENSRNOT00000085849	ENSRNOG00000006695	Rbck1	RanBP-type and C3HC4-type zinc finger containing 1 [Source:RGD Symbol;Acc:708404]
ENSRNOP00000075044	ENSRNOT00000077930	ENSRNOG00000057080	Stra13	stimulated by retinoic acid 13 [Source:MGI Symbol;Acc:MGI:894324]
ENSRNOP00000075045	ENSRNOT00000083382	ENSRNOG00000054648	Tspy1	"testis specific protein, Y-linked 1 [Source:RGD Symbol;Acc:3912]"
ENSRNOP00000075046	ENSRNOT00000079368	ENSRNOG00000054957	Sfrp4	secreted frizzled-related protein 4 [Source:RGD Symbol;Acc:621075]
ENSRNOP00000075047	ENSRNOT00000090799	ENSRNOG00000047513	Mdn1	midasin homolog (yeast) [Source:RGD Symbol;Acc:1306394]
ENSRNOP00000075048	ENSRNOT00000091143	ENSRNOG00000054669	RGD1305110	similar to KIAA1841 protein [Source:RGD Symbol;Acc:1305110]
ENSRNOP00000075049	ENSRNOT00000085508	ENSRNOG00000045597	AABR07018132.1	
ENSRNOP00000075050	ENSRNOT00000086920	ENSRNOG00000054392		
ENSRNOP00000075051	ENSRNOT00000080635	ENSRNOG00000058006	Sncg	"synuclein, gamma [Source:RGD Symbol;Acc:70996]"
ENSRNOP00000075052	ENSRNOT00000088047	ENSRNOG00000061121	Wdfy3	WD repeat and FYVE domain containing 3 [Source:RGD Symbol;Acc:1307097]
ENSRNOP00000075053	ENSRNOT00000080241	ENSRNOG00000011627	Zfr	zinc finger RNA binding protein [Source:RGD Symbol;Acc:1311890]
ENSRNOP00000075054	ENSRNOT00000080072	ENSRNOG00000054011	Tbc1d8b	"TBC1 domain family, member 8B (with GRAM domain) [Source:RGD Symbol;Acc:1563084]"
ENSRNOP00000075055	ENSRNOT00000083934	ENSRNOG00000010608	Cep162	centrosomal protein 162 [Source:RGD Symbol;Acc:1307365]
ENSRNOP00000075056	ENSRNOT00000085688	ENSRNOG00000059725	AC111734.2	
ENSRNOP00000075057	ENSRNOT00000084824	ENSRNOG00000019245	Sgf29	SAGA complex associated factor 29 [Source:RGD Symbol;Acc:1310609]
ENSRNOP00000075058	ENSRNOT00000078559	ENSRNOG00000032437	Pard3	par-3 family cell polarity regulator [Source:RGD Symbol;Acc:620374]
ENSRNOP00000075059	ENSRNOT00000088628	ENSRNOG00000057501	Fam81a	"family with sequence similarity 81, member A [Source:RGD Symbol;Acc:1311958]"
ENSRNOP00000075060	ENSRNOT00000079957	ENSRNOG00000011421	Smap2	small ArfGAP2 [Source:RGD Symbol;Acc:1308418]
ENSRNOP00000075061	ENSRNOT00000089013	ENSRNOG00000057795	LOC100909469	dual specificity protein phosphatase 13-like [Source:RGD Symbol;Acc:6503730]
ENSRNOP00000075062	ENSRNOT00000081376	ENSRNOG00000007422	Vav2	vav 2 guanine nucleotide exchange factor [Source:RGD Symbol;Acc:1306285]
ENSRNOP00000075063	ENSRNOT00000092078	ENSRNOG00000057231	Ddx3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3 [Source:RGD Symbol;Acc:2314437]
ENSRNOP00000075064	ENSRNOT00000079683	ENSRNOG00000054631	Trbv5	"T cell receptor beta, variable 5 [Source:MGI Symbol;Acc:MGI:98583]"
ENSRNOP00000075065	ENSRNOT00000091401	ENSRNOG00000030111	Cyp11b2	"cytochrome P450, family 11, subfamily b, polypeptide 2 [Source:RGD Symbol;Acc:2454]"
ENSRNOP00000075066	ENSRNOT00000090925	ENSRNOG00000052795	Itpr3	"inositol 1,4,5-trisphosphate receptor, type 3 [Source:RGD Symbol;Acc:2934]"
ENSRNOP00000075067	ENSRNOT00000090133	ENSRNOG00000060552	AABR07065705.4	
ENSRNOP00000075068	ENSRNOT00000092079	ENSRNOG00000023841	Cd99l2	CD99 molecule-like 2 [Source:RGD Symbol;Acc:620896]
ENSRNOP00000075069	ENSRNOT00000087723	ENSRNOG00000017912	Atp2a3	"ATPase, Ca++ transporting, ubiquitous [Source:RGD Symbol;Acc:2175]"
ENSRNOP00000075070	ENSRNOT00000086717	ENSRNOG00000018145	Crat	carnitine O-acetyltransferase [Source:RGD Symbol;Acc:1303031]
ENSRNOP00000075071	ENSRNOT00000090583	ENSRNOG00000060349	Fam3c	"family with sequence similarity 3, member C [Source:RGD Symbol;Acc:735193]"
ENSRNOP00000075072	ENSRNOT00000074693	ENSRNOG00000057732	AABR07043288.1	
ENSRNOP00000075073	ENSRNOT00000080965	ENSRNOG00000020908	LOC303566	E2F1-inducible gene [Source:RGD Symbol;Acc:1305385]
ENSRNOP00000075074	ENSRNOT00000084171	ENSRNOG00000040287	Cyp1b1	"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:RGD Symbol;Acc:2460]"
ENSRNOP00000075075	ENSRNOT00000090748	ENSRNOG00000058424	AABR07057150.1	
ENSRNOP00000075076	ENSRNOT00000085042	ENSRNOG00000017295	Sh3glb2	SH3-domain GRB2-like endophilin B2 [Source:RGD Symbol;Acc:1305886]
ENSRNOP00000075077	ENSRNOT00000078953	ENSRNOG00000056610	Cog5	component of oligomeric golgi complex 5 [Source:RGD Symbol;Acc:1563296]
ENSRNOP00000075078	ENSRNOT00000090817	ENSRNOG00000011644	Slc1a7	"solute carrier family 1 (glutamate transporter), member 7 [Source:RGD Symbol;Acc:1311928]"
ENSRNOP00000075079	ENSRNOT00000087634	ENSRNOG00000054900	Pih1d3	PIH1 domain containing 3 [Source:RGD Symbol;Acc:1566312]
ENSRNOP00000075080	ENSRNOT00000087061	ENSRNOG00000020876	Bax	Bcl2-associated X protein [Source:RGD Symbol;Acc:2192]
ENSRNOP00000075081	ENSRNOT00000082876	ENSRNOG00000008609	Capn3	calpain 3 [Source:RGD Symbol;Acc:2269]
ENSRNOP00000075082	ENSRNOT00000083937	ENSRNOG00000011454	Tbck	TBC1 domain containing kinase [Source:RGD Symbol;Acc:1307816]
ENSRNOP00000075083	ENSRNOT00000083069	ENSRNOG00000047620	Golph3l	golgi phosphoprotein 3-like [Source:RGD Symbol;Acc:1359281]
ENSRNOP00000075084	ENSRNOT00000081707	ENSRNOG00000054514	Mkln1	"muskelin 1, intracellular mediator containing kelch motifs [Source:RGD Symbol;Acc:620076]"
ENSRNOP00000075085	ENSRNOT00000080418	ENSRNOG00000001350	Naa25	"N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:RGD Symbol;Acc:1305685]"
ENSRNOP00000075086	ENSRNOT00000030115	ENSRNOG00000027052	AABR07073381.1	
ENSRNOP00000075087	ENSRNOT00000085310	ENSRNOG00000002659	Ciita	"class II, major histocompatibility complex, transactivator [Source:RGD Symbol;Acc:619813]"
ENSRNOP00000075088	ENSRNOT00000078100	ENSRNOG00000061304	Atp2b3	"ATPase, Ca++ transporting, plasma membrane 3 [Source:RGD Symbol;Acc:621304]"
ENSRNOP00000075089	ENSRNOT00000019033	ENSRNOG00000038106	Map1lc3b2	microtubule-associated protein 1 light chain 3 beta 2 [Source:RGD Symbol;Acc:2323116]
ENSRNOP00000075090	ENSRNOT00000089601	ENSRNOG00000008108	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:RGD Symbol;Acc:1359144]
ENSRNOP00000075091	ENSRNOT00000084493	ENSRNOG00000026371	Krt17	"keratin 17, type I [Source:RGD Symbol;Acc:1303181]"
ENSRNOP00000075092	ENSRNOT00000081997	ENSRNOG00000056617	Zswim8	"zinc finger, SWIM-type containing 8 [Source:RGD Symbol;Acc:1309414]"
ENSRNOP00000075093	ENSRNOT00000089393	ENSRNOG00000052023	AABR07002885.1	
ENSRNOP00000075094	ENSRNOT00000084416	ENSRNOG00000058932	Zfp202	zinc finger protein 202 [Source:RGD Symbol;Acc:1562294]
ENSRNOP00000075095	ENSRNOT00000080660	ENSRNOG00000043171	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2 [Source:RGD Symbol;Acc:1308579]
ENSRNOP00000075096	ENSRNOT00000080773	ENSRNOG00000000392	Supv3l1	SUV3-like helicase [Source:RGD Symbol;Acc:1305565]
ENSRNOP00000075097	ENSRNOT00000090064	ENSRNOG00000029047	Cubn	cubilin (intrinsic factor-cobalamin receptor) [Source:RGD Symbol;Acc:68355]
ENSRNOP00000075098	ENSRNOT00000090960	ENSRNOG00000051784	AABR07022601.1	
ENSRNOP00000075099	ENSRNOT00000091541	ENSRNOG00000046452	Fcgr2b	"Fc fragment of IgG, low affinity IIb, receptor [Source:RGD Symbol;Acc:631331]"
ENSRNOP00000075100	ENSRNOT00000090067	ENSRNOG00000060588	AC128154.1	
ENSRNOP00000075101	ENSRNOT00000046197	ENSRNOG00000059263	LOC100909831	olfactory receptor 8K3-like [Source:RGD Symbol;Acc:6501719]
ENSRNOP00000075102	ENSRNOT00000077164	ENSRNOG00000003773	Hmox2	heme oxygenase 2 [Source:RGD Symbol;Acc:67402]
ENSRNOP00000075103	ENSRNOT00000078329	ENSRNOG00000060340	Psme4	proteasome activator subunit 4 [Source:RGD Symbol;Acc:1591971]
ENSRNOP00000075104	ENSRNOT00000090287	ENSRNOG00000057250	Gm5493	predicted gene 5493 [Source:MGI Symbol;Acc:MGI:3644511]
ENSRNOP00000075105	ENSRNOT00000080935	ENSRNOG00000059008	Socs7	suppressor of cytokine signaling 7 [Source:RGD Symbol;Acc:1307720]
ENSRNOP00000075106	ENSRNOT00000091557	ENSRNOG00000015895	B4galt6	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 [Source:RGD Symbol;Acc:71046]"
ENSRNOP00000075107	ENSRNOT00000082593	ENSRNOG00000059456	Adrbk2	"adrenergic, beta, receptor kinase 2 [Source:RGD Symbol;Acc:2063]"
ENSRNOP00000075108	ENSRNOT00000091789	ENSRNOG00000058866	Myo5a	myosin VA [Source:RGD Symbol;Acc:3143]
ENSRNOP00000075109	ENSRNOT00000088326	ENSRNOG00000049633	Flvcr1	feline leukemia virus subgroup C cellular receptor 1 [Source:RGD Symbol;Acc:1596541]
ENSRNOP00000075110	ENSRNOT00000077306	ENSRNOG00000060518	LOC257642	rRNA promoter binding protein [Source:RGD Symbol;Acc:727924]
ENSRNOP00000075111	ENSRNOT00000087374	ENSRNOG00000051609	Vom1r86	vomeronasal 1 receptor 86 [Source:RGD Symbol;Acc:1549696]
ENSRNOP00000075112	ENSRNOT00000089614	ENSRNOG00000015505	Mfap5	microfibrillar associated protein 5 [Source:RGD Symbol;Acc:1307919]
ENSRNOP00000075113	ENSRNOT00000082501	ENSRNOG00000054012	AABR07060957.1	
ENSRNOP00000075114	ENSRNOT00000082846	ENSRNOG00000058539	Ccnb1	cyclin B1 [Source:RGD Symbol;Acc:2291]
ENSRNOP00000075115	ENSRNOT00000082435	ENSRNOG00000059880	Rubcn	"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein [Source:MGI Symbol;Acc:MGI:1915160]"
ENSRNOP00000075116	ENSRNOT00000078235	ENSRNOG00000059043	Itch	itchy E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:1359556]
ENSRNOP00000075117	ENSRNOT00000082552	ENSRNOG00000051424	AC240877.1	
ENSRNOP00000075118	ENSRNOT00000082215	ENSRNOG00000054796	Gm9949	predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947]
ENSRNOP00000075119	ENSRNOT00000081482	ENSRNOG00000016047	Macf1	microtubule-actin crosslinking factor 1 [Source:RGD Symbol;Acc:1306057]
ENSRNOP00000075120	ENSRNOT00000091678	ENSRNOG00000052885	LOC103690271	olfactory receptor 13A1-like [Source:RGD Symbol;Acc:9460823]
ENSRNOP00000075121	ENSRNOT00000085326	ENSRNOG00000016210	Micalcl	MICAL C-terminal like [Source:RGD Symbol;Acc:735042]
ENSRNOP00000075122	ENSRNOT00000081026	ENSRNOG00000029205	Zfp354c	zinc finger protein 354C [Source:RGD Symbol;Acc:69405]
